Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,11/25/2024,"TACO BELL 039002 INDIANAPOLIS IN             11/22",-7.70,DEBIT_CARD,6851.41,,
DEBIT,11/25/2024,"SQ *MY SUGAR PIE gosq.com IN                 11/22",-86.00,DEBIT_CARD,6859.11,,
DEBIT,11/25/2024,"SQ *MY SUGAR PIE gosq.com IN                 11/22",-86.00,DEBIT_CARD,6945.11,,
DEBIT,11/25/2024,"GOOGLE*DONATIONS NFG G.CO/HELPPAY# CA        11/22",-20.00,DEBIT_CARD,7031.11,,
DEBIT,11/25/2024,"TST* CAFE PATACHOU CLAY CARMEL IN            11/22",-91.98,DEBIT_CARD,7051.11,,
DEBIT,11/25/2024,"ACT*Carmel Clay Parks 317-8487275 IN         11/22",-48.00,DEBIT_CARD,7143.09,,
DEBIT,11/25/2024,"DD *DOORDASH MANEETHA 855-431-0459 CA        11/22",-53.59,DEBIT_CARD,7191.09,,
DEBIT,11/22/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     324874  11/22",-92.92,DEBIT_CARD,7244.68,,
DEBIT,11/22/2024,"PAYPAL           INST XFER  HULU            WEB ID: PAYPALSI77",-18.99,ACH_DEBIT,7337.60,,
DEBIT,11/22/2024,"ENDEAVOR COMMUNI TELE BILL                  PPD ID: 1350978228",-79.99,ACH_DEBIT,7356.59,,
DEBIT,11/22/2024,"DD *DOORDASH NAFNAFGR 855-431-0459 CA        11/22",-30.95,DEBIT_CARD,7436.58,,
DEBIT,11/22/2024,"SP DIRTY LABS INC. DIRTYLABS.COM AZ          11/21",-55.64,DEBIT_CARD,7467.53,,
DEBIT,11/22/2024,"ZING! CAFE  LLC CARMEL IN                    11/21",-7.66,DEBIT_CARD,7523.17,,
DEBIT,11/21/2024,"AffirmCard       561T AFFRM                 PPD ID: 1842224323",-39.99,MISC_DEBIT,7530.83,,
DEBIT,11/21/2024,"DD *DOORDASH TROPICAL 855-431-0459 CA        11/21",-12.30,DEBIT_CARD,7570.82,,
DEBIT,11/21/2024,"STARBUCKS 800-782-728 800-782-7282 WA        11/20",-20.00,DEBIT_CARD,7583.12,,
DEBIT,11/20/2024,"PAYPAL           INST XFER  EBAY 800-456-32 WEB ID: PAYPALSI77",-32.65,ACH_DEBIT,7603.12,,
DEBIT,11/20/2024,"CVS/PHARMACY #10 10173 CARMEL IN     801608  11/20",-38.34,DEBIT_CARD,7635.77,,
DEBIT,11/20/2024,"JDF PROFILE WEB  PROFILEWEB 510002370565    WEB ID: 9304935336",-642.55,ACH_DEBIT,7674.11,,
DEBIT,11/20/2024,"CVS/PHARMACY #01367 CARMEL IN                11/19",-9.92,DEBIT_CARD,8316.66,,
DEBIT,11/20/2024,"DD *DOORDASH PAPAJOHN 855-431-0459 CA        11/20",-38.25,DEBIT_CARD,8326.58,,
DEBIT,11/20/2024,"DD *DOORDASH MANEETHA 855-431-0459 CA        11/20",-32.19,DEBIT_CARD,8364.83,,
DEBIT,11/20/2024,"MCDONALD'S F33737 MOORESVILLE IN             11/19",-17.15,DEBIT_CARD,8397.02,,
DEBIT,11/19/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-136.33,ACH_DEBIT,8414.17,,
DEBIT,11/19/2024,"Online Transfer to CHK ...9516 transaction#: 22766531417 11/19",-600.00,ACCT_XFER,8550.50,,
DEBIT,11/19/2024,"ACTBLUE* MAD.DOG.PAC HTTPSSECURE.A MA        11/19",-10.00,DEBIT_CARD,9150.50,,
DEBIT,11/19/2024,"TYPOLOGY SAINT-OUEN                          11/18",-140.61,DEBIT_CARD,9160.50,,
DEBIT,11/18/2024,"SERVICE FINANCE  PAYMENTS                   PPD ID: 2201934942",-200.00,ACH_DEBIT,9301.11,,
DEBIT,11/18/2024,"AffirmCard       561Q AFFRM                 PPD ID: 1842224323",-35.00,MISC_DEBIT,9501.11,,
DEBIT,11/18/2024,"APPLE.COM/BILL 866-712-7753 CA               11/18",-42.79,DEBIT_CARD,9536.11,,
DEBIT,11/18/2024,"PADDLE.NET* CLIPDROP PADDLE.COM NY           11/17",-9.00,DEBIT_CARD,9578.90,,
DEBIT,11/18/2024,"APPLE.COM/BILL 866-712-7753 CA               11/17",-21.39,DEBIT_CARD,9587.90,,
DEBIT,11/18/2024,"APPLE.COM/BILL 866-712-7753 CA               11/16",-67.38,DEBIT_CARD,9609.29,,
DEBIT,11/18/2024,"COMENITY PAY CP  PHONE PYMT P24320378019897 TEL ID: 1651180275",-103.00,ACH_DEBIT,9676.67,,
DEBIT,11/18/2024,"AMAZON MKTPL*VN1X589 Amzn.com/bill WA        11/16",-18.99,DEBIT_CARD,9779.67,,
DEBIT,11/18/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           11/15",-20.34,DEBIT_CARD,9798.66,,
DEBIT,11/18/2024,"DONOTAGE DERBY                               11/15",-49.00,DEBIT_CARD,9819.00,,
DEBIT,11/18/2024,"SP GRASS ROOTS COOPE GRASSROOTSCOO AR        11/15",-163.50,DEBIT_CARD,9868.00,,
DEBIT,11/18/2024,"SP MINDBODYGREEN SHOP.MINDBODY NY            11/15",-264.93,DEBIT_CARD,10031.50,,
DEBIT,11/18/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          11/15",-1.50,DEBIT_CARD,10296.43,,
DEBIT,11/18/2024,"CHICK-FIL-A #04978 CARMEL IN                 11/15",-15.74,DEBIT_CARD,10297.93,,
DEBIT,11/18/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          11/14",-2.50,DEBIT_CARD,10313.67,,
DEBIT,11/18/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          11/14",-1.50,DEBIT_CARD,10316.17,,
DEBIT,11/18/2024,"CHICK-FIL-A #04978 CARMEL IN                 11/14",-15.35,DEBIT_CARD,10317.67,,
DEBIT,11/15/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     234555  11/15",-193.13,DEBIT_CARD,10333.02,,
DEBIT,11/15/2024,"PAYPAL           INST XFER  GOOGLE GOOGLE O WEB ID: PAYPALSI77",-9.99,ACH_DEBIT,10526.15,,
DEBIT,11/15/2024,"PAYPAL           INST XFER  NETFLIX.COM     WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,10536.14,,
DEBIT,11/15/2024,"WITHDRAWAL 11/15",-4000.00,MISC_DEBIT,10559.13,,
DEBIT,11/15/2024,"AffirmCard       561N AFFRM                 PPD ID: 1842224323",-50.00,MISC_DEBIT,14559.13,,
DEBIT,11/15/2024,"Online Payment 22395574086 To Richard Crone 11/15",-250.00,BILLPAY,14609.13,,
DEBIT,11/15/2024,"VENMO            REPAYMENT  1038237146388   WEB ID: 3364681992",-500.00,MISC_DEBIT,14859.13,,
DEBIT,11/15/2024,"AMAZON MKTPL*3P53X1S Amzn.com/bill WA        11/14",-32.07,DEBIT_CARD,15359.13,,
DEBIT,11/15/2024,"SP PENDULUM THERAPEU PENDULUMLIFE. CA        11/14",-57.78,DEBIT_CARD,15391.20,,
DEBIT,11/15/2024,"ACT*Carmel Clay Parks 317-8487275 IN         11/14",-32.00,DEBIT_CARD,15448.98,,
DEBIT,11/15/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          11/13",-1.50,DEBIT_CARD,15480.98,,
DEBIT,11/15/2024,"CHICK-FIL-A #04978 CARMEL IN                 11/13",-16.22,DEBIT_CARD,15482.48,,
CREDIT,11/15/2024,"GRAINGER CORPORA DIRECT DEP                 PPD ID: 9111111101",5097.82,ACH_CREDIT,15498.70,,
DEBIT,11/14/2024,"PAYPAL           INST XFER  NUTSDOTCOM      WEB ID: PAYPALSI77",-41.97,ACH_DEBIT,10400.88,,
DEBIT,11/14/2024,"FARMER'S FRIDGE 3122290099 IL                11/14",-41.14,DEBIT_CARD,10442.85,,
DEBIT,11/14/2024,"DEPT EDUCATION   STUDENT LN                 PPD ID: 9102002505",-1111.95,ACH_DEBIT,10483.99,,
DEBIT,11/14/2024,"MAYO CLINIC DIET DIET.MAYOCLIN NY            11/13",-19.99,DEBIT_CARD,11595.94,,
DEBIT,11/14/2024,"ZING! CAFE  LLC CARMEL IN                    11/13",-7.32,DEBIT_CARD,11615.93,,
DEBIT,11/14/2024,"INDIANAPOLIS AIRPORT INDIANAPOLIS IN         11/12",-269.00,DEBIT_CARD,11623.25,,
DEBIT,11/13/2024,"AffirmCard       561J AFFRM                 PPD ID: 1842224323",-35.00,MISC_DEBIT,11892.25,,
DEBIT,11/13/2024,"LEETCODE.COM LEETCODE.COM CA                 11/12",-159.00,DEBIT_CARD,11927.25,,
CREDIT,11/13/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",290.00,ACH_CREDIT,12086.25,,
DEBIT,11/12/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/07TJV ZONA",-0.06,FEE_TRANSACTION,11796.25,,
DEBIT,11/12/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/09JARDIN BO",-0.18,FEE_TRANSACTION,11796.31,,
DEBIT,11/12/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/09BOLD Tran",-0.31,FEE_TRANSACTION,11796.49,,
DEBIT,11/12/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/08RESTAURAN",-0.37,FEE_TRANSACTION,11796.80,,
DEBIT,11/12/2024,"FOREIGN EXCHANGE RATE ADJUSTMENT FEE         11/08AGADON BA",-0.63,FEE_TRANSACTION,11797.17,,
DEBIT,11/12/2024,"SPECTRUM         SPECTRUM   7359609         TEL ID: 0000358635",-102.99,ACH_DEBIT,11797.80,,
DEBIT,11/12/2024,"UBER BV          IAT PAYPAL 1038143001290   WEB ID: 770510487C",-1.14,ACH_DEBIT,11900.79,,
DEBIT,11/12/2024,"UBER BV          IAT PAYPAL 1038142922368   WEB ID: 770510487C",-8.22,ACH_DEBIT,11901.93,,
DEBIT,11/12/2024,"OPENAI *CHATGPT SUBS HTTPSOPENAI.C CA        11/12",-20.00,DEBIT_CARD,11910.15,,
DEBIT,11/12/2024,"APPLE.COM/BILL 866-712-7753 CA               11/11",-19.68,DEBIT_CARD,11930.15,,
DEBIT,11/12/2024,"JARDIN BOTANICO DE BOG BOGOTA                11/09 CO Peso    27000.00 X 0.000230000 (EXCHG RTE)",-6.21,DEBIT_CARD,11949.83,,
DEBIT,11/12/2024,"BOLD Transporte espe BOGOTA                  11/09 CO Peso    45000.00 X 0.000230222 (EXCHG RTE)",-10.36,DEBIT_CARD,11956.04,,
DEBIT,11/12/2024,"Experian* Credit Repor 479-3436237 CA        11/09",-24.99,DEBIT_CARD,11966.40,,
DEBIT,11/12/2024,"VENMO            PAYMENT    1038107691838   WEB ID: 3264681992",-30.00,MISC_DEBIT,11991.39,,
DEBIT,11/12/2024,"AGADON BAR BURGEN BOGOTA                     11/08 CO Peso    91384.00 X 0.000230128 (EXCHG RTE)",-21.03,DEBIT_CARD,12021.39,,
DEBIT,11/12/2024,"RESTAURANTE CASA SAN I BOGOTA                11/08 CO Peso    56000.00 X 0.000225714 (EXCHG RTE)",-12.64,DEBIT_CARD,12042.42,,
DEBIT,11/12/2024,"TJV ZONA T BOGOTA                            11/07 CO Peso    10000.00 X 0.000226000 (EXCHG RTE)",-2.26,DEBIT_CARD,12055.06,,
DEBIT,11/12/2024,"BETTINA SPITZ BOGOTA                         11/07",-236.96,DEBIT_CARD,12057.32,,
DEBIT,11/12/2024,"FARMATODO ANDINO BOGOTA                      11/07",-2.37,DEBIT_CARD,12294.28,,
DEBIT,11/08/2024,"AES PLUS AES.COM VA                          11/08",-105.42,DEBIT_CARD,12296.65,,
DEBIT,11/08/2024,"Amazon Tips*LY6JP021 Amzn.com/bill WA        11/07",-5.00,DEBIT_CARD,12402.07,,
DEBIT,11/08/2024,"CHICK-FIL-A #04978 CARMEL IN                 11/06",-23.96,DEBIT_CARD,12407.07,,
DEBIT,11/07/2024,"APPLE.COM/BILL 866-712-7753 CA               11/07",-10.69,DEBIT_CARD,12431.03,,
DEBIT,11/07/2024,"SUPERPROF* KARTIK LE PARIS - FRANC           11/06",45.00,DEBIT_CARD,12441.72,,
DEBIT,11/06/2024,"Online Transfer to CHK ...9516 transaction#: 22630459663 11/06",-200.00,ACCT_XFER,12396.72,,
DEBIT,11/06/2024,"SQ *MY SUGAR PIE gosq.com IN                 11/06",-80.00,DEBIT_CARD,12596.72,,
DEBIT,11/06/2024,"Amazon.com*D535G9183 Amzn.com/bill WA        11/06",-68.66,DEBIT_CARD,12676.72,,
DEBIT,11/06/2024,"ATM WITHDRAWAL                       004024  11/0613085 PET",-1000.00,ATM,12745.38,,
DEBIT,11/06/2024,"BUSINESSOLVER BE 8775476257                 PPD ID: 1421503807",-1115.03,ACH_DEBIT,13745.38,,
DEBIT,11/06/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           11/05",-34.59,DEBIT_CARD,14860.41,,
DEBIT,11/06/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           11/05",-11.49,DEBIT_CARD,14895.00,,
DEBIT,11/06/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            11/05",-327.63,DEBIT_CARD,14906.49,,
DEBIT,11/06/2024,"ZING! CAFE  LLC CARMEL IN                    11/05",-16.42,DEBIT_CARD,15234.12,,
DEBIT,11/06/2024,"MCDONALD'S F33737 MOORESVILLE IN             11/05",-8.93,DEBIT_CARD,15250.54,,
DEBIT,11/06/2024,"CHICK-FIL-A #04978 CARMEL IN                 11/04",-15.63,DEBIT_CARD,15259.47,,
DEBIT,11/05/2024,"VENMO            REPAYMENT  1038010469454   WEB ID: 3364681992",-57.00,ACH_DEBIT,15275.10,,
DEBIT,11/05/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           11/04",-44.54,DEBIT_CARD,15332.10,,
DEBIT,11/05/2024,"SUPERPROF* KARTIK LE PARIS - FRANC           11/04",-45.00,DEBIT_CARD,15376.64,,
DEBIT,11/05/2024,"DD *DOORDASH TROPICAL 855-431-0459 CA        11/05",-23.70,DEBIT_CARD,15421.64,,
DEBIT,11/05/2024,"AMAZON MKTPL*807B69T Amzn.com/bill WA        11/04",-33.53,DEBIT_CARD,15445.34,,
CREDIT,11/05/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",388.00,ACH_CREDIT,15478.87,,
CREDIT,11/05/2024,"IN CHILD SUPPORT IN18000         0007886214 CCD ID: 1356000158",452.00,ACH_CREDIT,15090.87,,
DEBIT,11/04/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-16.99,ACH_DEBIT,14638.87,,
DEBIT,11/04/2024,"AffirmCard       561C AFFRM                 PPD ID: 1842224323",-283.84,MISC_DEBIT,14655.86,,
DEBIT,11/04/2024,"Online Transfer to CHK ...9516 transaction#: 22607754761 11/04",-500.00,ACCT_XFER,14939.70,,
DEBIT,11/04/2024,"PAYPAL           INST XFER  PPCR CC REPAYME WEB ID: PAYPALSI77",-216.00,ACH_DEBIT,15439.70,,
DEBIT,11/04/2024,"EPOCH EU LTD     IAT PAYPAL 1037981110812   WEB ID: 770510487C",-118.80,ACH_DEBIT,15655.70,,
DEBIT,11/04/2024,"AMAZON MKTPL*N299Y1K Amzn.com/bill WA        11/04",-47.93,DEBIT_CARD,15774.50,,
DEBIT,11/04/2024,"PARAMOUNT+ 888-274-5343 CA                   11/03",-12.99,DEBIT_CARD,15822.43,,
DEBIT,11/04/2024,"AD CREA* AD CREA ENTER PARIS                 11/02",-29.00,DEBIT_CARD,15835.42,,
DEBIT,11/04/2024,"MCDONALD'S F33737 MOORESVILLE IN             11/02",-17.68,DEBIT_CARD,15864.42,,
DEBIT,11/04/2024,"Amazon web services aws.amazon.co WA         11/02",-13.14,DEBIT_CARD,15882.10,,
DEBIT,11/04/2024,"Amazon.com*3A56L4DC3 Amzn.com/bill WA        11/03",-194.76,DEBIT_CARD,15895.24,,
DEBIT,11/04/2024,"SPOT & TANGO WWW.SPOTANDTA NY                11/02",-269.14,DEBIT_CARD,16090.00,,
DEBIT,11/04/2024,"TACO BELL 039002 INDIANAPOLIS IN             11/01",-17.07,DEBIT_CARD,16359.14,,
DEBIT,11/04/2024,"SUPERPROF* STUDENT P PARIS - FRANC           11/01",-49.00,DEBIT_CARD,16376.21,,
DEBIT,11/04/2024,"LOS ARROYOS MEXICAN RES CARMEL IN            11/01",-26.80,DEBIT_CARD,16425.21,,
DEBIT,11/04/2024,"AMAZON MKTPL*IZ1XY5D Amzn.com/bill WA        11/04",-8.55,DEBIT_CARD,16452.01,,
DEBIT,11/01/2024,"PAYPAL           INST XFER  UDEMY           WEB ID: PAYPALSI77",-19.99,ACH_DEBIT,16460.56,,
DEBIT,11/01/2024,"SQ *RIVET COFFEE BAR AN Westfield IN         11/01",-4.54,DEBIT_CARD,16480.55,,
DEBIT,11/01/2024,"SQ *RIVET COFFEE BAR AN Westfield IN         11/01",-10.63,DEBIT_CARD,16485.09,,
DEBIT,11/01/2024,"SQ *RIVET COFFEE BAR AN Westfield IN         11/01",-9.54,DEBIT_CARD,16495.72,,
DEBIT,11/01/2024,"JETPACK SNL5LJHSCQ HTTPSWORDPRES CA          11/01",-14.95,DEBIT_CARD,16505.26,,
DEBIT,11/01/2024,"BETTER BODIES WC MEMBER PAY                 PPD ID: 1270559068",-54.00,ACH_DEBIT,16520.21,,
DEBIT,11/01/2024,"AMAZON MKTPL*Z68PK1W Amzn.com/bill WA        11/01",-40.66,DEBIT_CARD,16574.21,,
DEBIT,11/01/2024,"AMAZON MKTPL*5W6WX29 Amzn.com/bill WA        11/01",-23.53,DEBIT_CARD,16614.87,,
DEBIT,11/01/2024,"AMAZON MKTPL*ET4VT0D Amzn.com/bill WA        11/01",-31.02,DEBIT_CARD,16638.40,,
DEBIT,11/01/2024,"DD *DOORDASH TROPICAL 855-431-0459 CA        11/01",-12.30,DEBIT_CARD,16669.42,,
DEBIT,11/01/2024,"ZING! CAFE  LLC CARMEL IN                    10/31",-17.72,DEBIT_CARD,16681.72,,
DEBIT,11/01/2024,"MINUTECLINIC #20817 317-867-4577 IN          10/30",-179.50,DEBIT_CARD,16699.44,,
DEBIT,11/01/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          10/30",-1.50,DEBIT_CARD,16878.94,,
CREDIT,11/01/2024,"GRAINGER CORPORA DIRECT DEP                 PPD ID: 9111111101",5268.01,ACH_CREDIT,16880.44,,
DEBIT,10/31/2024,"ALCH AS          IAT PAYPAL 1037923109585   WEB ID: 770510487C",-20.00,ACH_DEBIT,11612.43,,
DEBIT,10/31/2024,"APPLE.COM/BILL 866-712-7753 CA               10/31",-21.39,DEBIT_CARD,11632.43,,
DEBIT,10/31/2024,"WEST CLAY WINE & SPIRIT CARMEL IN            10/30",-21.39,DEBIT_CARD,11653.82,,
DEBIT,10/31/2024,"ZING! CAFE  LLC CARMEL IN                    10/30",-8.17,DEBIT_CARD,11675.21,,
DEBIT,10/31/2024,"ZING! CAFE  LLC CARMEL IN                    10/30",-5.50,DEBIT_CARD,11683.38,,
DEBIT,10/31/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          10/29",-1.50,DEBIT_CARD,11688.88,,
DEBIT,10/30/2024,"CVS/PHARMACY #01 01367 CARMEL IN     507028  10/30",-28.88,DEBIT_CARD,11690.38,,
DEBIT,10/30/2024,"PAYPAL           INST XFER  GODADDY.COM     WEB ID: PAYPALSI77",-29.99,ACH_DEBIT,11719.26,,
DEBIT,10/30/2024,"KROGER #9 1217 S. RANG CARMEL IN             10/30",-22.46,DEBIT_CARD,11749.25,,
DEBIT,10/30/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/29",-21.24,DEBIT_CARD,11771.71,,
DEBIT,10/30/2024,"APPLE.COM/BILL 866-712-7753 CA               10/29",-38.35,DEBIT_CARD,11792.95,,
DEBIT,10/30/2024,"APPLE.COM/BILL 866-712-7753 CA               10/29",-6.41,DEBIT_CARD,11831.30,,
DEBIT,10/30/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/28",-15.63,DEBIT_CARD,11837.71,,
DEBIT,10/29/2024,"AffirmCard       55Z9 AFFRM                 PPD ID: 1842224323",-35.00,MISC_DEBIT,11853.34,,
DEBIT,10/29/2024,"OPENAI HTTPSOPENAI.C CA                      10/29",-15.08,DEBIT_CARD,11888.34,,
DEBIT,10/29/2024,"Credit One Bank  Payment    53394349        WEB ID: WEB000004",-10.54,ACH_DEBIT,11903.42,,
DEBIT,10/29/2024,"SP LASHIFY INC HTTPSWWW.LASH CA              10/29",-300.74,DEBIT_CARD,11913.96,,
DEBIT,10/28/2024,"WHOLEFDS CRL 104 14598 CARMEL IN     908482  10/28",-119.41,DEBIT_CARD,12214.70,,
DEBIT,10/28/2024,"PELOTON* MEMBERSHIP HTTPSWWW.ONEP NY         10/28",-44.00,DEBIT_CARD,12334.11,,
DEBIT,10/28/2024,"Online Transfer to CHK ...9516 transaction#: 22521597869 10/28",-200.00,ACCT_XFER,12378.11,,
DEBIT,10/28/2024,"FARMER'S FRIDGE 3122290099 IL                10/28",-16.01,DEBIT_CARD,12578.11,,
DEBIT,10/28/2024,"PROG PALOVERDE   INS PREM   905147028 Krist WEB ID: 9409348039",-630.95,ACH_DEBIT,12594.12,,
DEBIT,10/28/2024,"Online Transfer to CHK ...9516 transaction#: 22520578380 10/28",-500.00,ACCT_XFER,13225.07,,
DEBIT,10/28/2024,"Disney Plus 888-9057888 CA                   10/28",-12.00,DEBIT_CARD,13725.07,,
DEBIT,10/28/2024,"Online Payment 22136848607 To Auto Loan 1101 10/28",-2000.00,LOAN_PMT,13737.07,,
DEBIT,10/28/2024,"PAYPAL           INST XFER  GOOGLE YOUTUBE  WEB ID: PAYPALSI77",-22.99,ACH_DEBIT,15737.07,,
DEBIT,10/28/2024,"FLOW WATER USA FLOWHYDRATION VA              10/28",-68.37,DEBIT_CARD,15760.06,,
DEBIT,10/28/2024,"APPLE.COM/BILL 866-712-7753 CA               10/28",-29.93,DEBIT_CARD,15828.43,,
DEBIT,10/28/2024,"CHICK-FIL-A #01628 INDIANAPOLIS IN           10/26",-16.48,DEBIT_CARD,15858.36,,
DEBIT,10/28/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/25",-48.23,DEBIT_CARD,15874.84,,
DEBIT,10/28/2024,"FSP*URBAN SOCIETY SALON CARMEL IN            10/25",-35.95,DEBIT_CARD,15923.07,,
DEBIT,10/28/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/25",-26.17,DEBIT_CARD,15959.02,,
DEBIT,10/28/2024,"STARBUCKS 800-782-728 800-782-7282 WA        10/25",-20.00,DEBIT_CARD,15985.19,,
DEBIT,10/28/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/25",-15.74,DEBIT_CARD,16005.19,,
DEBIT,10/28/2024,"BLAZE PIZZA 1026 CARMEL IN                   10/24",-12.79,DEBIT_CARD,16020.93,,
DEBIT,10/28/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/24",-15.63,DEBIT_CARD,16033.72,,
DEBIT,10/25/2024,"Rocket Money     Premium    ST-S2F8Q7O8I4Q2 CCD ID: 4270465600",-60.00,MISC_DEBIT,16049.35,,
DEBIT,10/25/2024,"WEST CLAY WINE & SPIRIT CARMEL IN            10/24",-32.09,DEBIT_CARD,16109.35,,
DEBIT,10/25/2024,"MEIJER # 130 CARMEL IN                       10/24",-1.89,DEBIT_CARD,16141.44,,
DEBIT,10/24/2024,"FARMER'S FRIDGE 3122290099 IL                10/24",-16.49,DEBIT_CARD,16143.33,,
DEBIT,10/24/2024,"TACO BELL 039002 INDIANAPOLIS IN             10/23",-2.06,DEBIT_CARD,16159.82,,
DEBIT,10/24/2024,"TST*SAHMS ALE HOUSE VIL Fishers IN           10/23",-20.34,DEBIT_CARD,16161.88,,
DEBIT,10/24/2024,"MEIJER STORE #130 CARMEL IN                  10/23",-160.61,DEBIT_CARD,16182.22,,
DEBIT,10/24/2024,"SP WILD USA LONDON                           10/23",-52.05,DEBIT_CARD,16342.83,,
DEBIT,10/23/2024,"AffirmCard       55Z3 AFFRM                 PPD ID: 1842224323",-16.04,MISC_DEBIT,16394.88,,
DEBIT,10/23/2024,"WEST CLAY WINE & SPIRIT CARMEL IN            10/22",-53.48,DEBIT_CARD,16410.92,,
DEBIT,10/23/2024,"AMAZON MKTPL*QT8H575 Amzn.com/bill WA        10/23",-363.78,DEBIT_CARD,16464.40,,
DEBIT,10/23/2024,"BLAZE PIZZA 1026 CARMEL IN                   10/22",-23.52,DEBIT_CARD,16828.18,,
DEBIT,10/23/2024,"Nyx*NAYAX VENDING 50 HUNT VALLEY MD          10/22",-1.50,DEBIT_CARD,16851.70,,
DEBIT,10/23/2024,"CARMEL CLAY PARKS AND R CARMEL IN            10/22",-48.00,DEBIT_CARD,16853.20,,
DEBIT,10/23/2024,"MEIJER STORE #130 CARMEL IN                  10/22",-43.10,DEBIT_CARD,16901.20,,
DEBIT,10/23/2024,"CHICK-FIL-A #04978 CARMEL IN                 10/21",-15.63,DEBIT_CARD,16944.30,,
DEBIT,10/22/2024,"AffirmCard       55Z2 AFFRM                 PPD ID: 1842224323",-147.02,MISC_DEBIT,16959.93,,
DEBIT,10/22/2024,"Online Transfer to CHK ...9516 transaction#: 22460305433 10/22",-700.00,ACCT_XFER,17106.95,,
DEBIT,10/22/2024,"PAYPAL           INST XFER  HULU            WEB ID: PAYPALSI77",-18.99,ACH_DEBIT,17806.95,,
DEBIT,10/22/2024,"MYOLLIE SUBSCRIPTION HTTPSMYOLLIE. NV        10/22",-239.33,DEBIT_CARD,17825.94,,
DEBIT,10/22/2024,"ENDEAVOR COMMUNI TELE BILL                  PPD ID: 1350978228",-79.99,ACH_DEBIT,18065.27,,
DEBIT,10/21/2024,"AffirmCard       55Z1 AFFRM                 PPD ID: 1842224323",-575.89,MISC_DEBIT,18145.26,,
DEBIT,10/21/2024,"PAYPAL           INST XFER  EBAY V2_B7EB3A7 WEB ID: PAYPALSI77",-23.43,ACH_DEBIT,18721.15,,
DEBIT,10/21/2024,"FRABERGS IGA FUEL MONROVIA IN                10/20",-21.38,DEBIT_CARD,18744.58,,
DEBIT,10/21/2024,"WHOLEFDS MKS#105 320 INDIANAPOLIS IN 962387  10/20",-203.60,DEBIT_CARD,18765.96,,
DEBIT,10/21/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/20",-9.69,DEBIT_CARD,18969.56,,
DEBIT,10/21/2024,"SP LASHIFY INC HTTPSWWW.LASH CA              10/20",-74.32,DEBIT_CARD,18979.25,,
DEBIT,10/21/2024,"APPLE.COM/BILL 866-712-7753 CA               10/20",-10.69,DEBIT_CARD,19053.57,,
DEBIT,10/21/2024,"INCSTORES LLC 800-613-0996 AZ                10/20",-285.37,DEBIT_CARD,19064.26,,
DEBIT,10/21/2024,"MCDONALD'S F33737 MOORESVILLE IN             10/19",-24.81,DEBIT_CARD,19349.63,,
DEBIT,10/21/2024,"JDF PROFILE WEB  PROFILEWEB 510002370565    WEB ID: 9304935336",-642.55,ACH_DEBIT,19374.44,,
DEBIT,10/21/2024,"Credit One Bank  Payment    61447525        WEB ID: WEB000004",-1282.50,ACH_DEBIT,20016.99,,
DEBIT,10/21/2024,"ACTBLUE* MAD.DOG.PAC HTTPSSECURE.A MA        10/19",-10.00,DEBIT_CARD,21299.49,,
DEBIT,10/21/2024,"APPLE.COM/BILL 866-712-7753 CA               10/19",-26.74,DEBIT_CARD,21309.49,,
DEBIT,10/21/2024,"SPOT & TANGO WWW.SPOTANDTA NY                10/19",-110.62,DEBIT_CARD,21336.23,,
